Substance,Macro-region,Sector,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
CO2,North America,Forest Land,-1553.7016403748,-1588.6782069956,-1586.3819610007,-1599.162137669,-1580.5155624261,-1576.393173556,-1592.6165655973,-1584.7731182133,-1596.1598813484,-1566.2930484292,-1559.3419368233,-1638.9698468792,-1623.1401009696,-1660.6783541226,-1584.9835000173,-1585.0758485509,-1644.7226461413,-1748.13794018,-1983.1450751692,-2128.6646308429,-1983.7705894456,-1925.8665281202,-1937.6721361843,-1907.0032448351,-1898.1126859214,-1893.5501122601,-1926.8959713035,-1916.0489953886,-1850.331901269,-1868.8930845886,-1931.8849721097,-1658.2598598164,-1645.5326792193,-1662.6991256364
CO2,North America,Organic Soil,45.698634675089,44.961407595383,45.185673256304,45.470293021842,45.751238878977,45.774612225715,45.683619984997,45.625500237086,45.696767350436,40.081554119411,39.749767140848,46.122651950201,46.094770925454,45.712064584294,45.528321148228,45.233058548505,45.03535287144,44.209610694102,44.03585256036,43.782853340117,43.943492386041,44.013989465336,44.091209056867,43.277159641932,41.825406593366,45.293558684907,44.40779204553,45.857870762157,46.879776883576,43.515657027734,43.515657027734,43.515657027734,43.515657027734,43.515657027734
CO2,North America,Other Land,-438.57400725829,-446.80096307744,-441.95532874912,-427.66608658771,-446.43975432116,-421.584879314,-446.24421772162,-429.39234483774,-435.56544685108,-431.03801693739,-436.1950861402,-444.16075269277,-423.56314156858,-448.55635686824,-368.20117098261,-425.16789872743,-451.88728051098,-415.07815927566,-396.9579126266,-365.68377638002,-383.38124885943,-423.82360143119,-432.6928797481,-397.63861939862,-410.17847701016,-348.14653419131,-441.75898554684,-440.14134804936,-424.4764388395,-384.0172248702,-457.40976911221,-451.01966590055,-451.01966590055,-451.01966590055
CO2,South-East Asia and developing Pacific,Deforestation,965.57948939126,872.79893939126,886.96076939126,862.27295939126,873.76786939126,862.00398939126,863.98646939126,855.81693939126,880.45447939126,862.57240939126,921.30732939126,303.42872827245,310.63398865204,273.09605010999,387.73685489347,379.13134147816,368.28339754628,454.68914601685,423.70974490326,499.77279890435,282.03462497875,314.68121092613,393.67699122477,533.75150875673,392.43314300012,886.07161497752,600.96178971597,606.70366171611,745.47134620619,630.860028,630.860028,630.860028,630.860028,630.860028
CO2,South-East Asia and developing Pacific,Fires,1.0075121409513,3.8716836479079,3.6563640025502,7.6437013748626,2.6370678246413,2.6370678246413,3.1229292943373,1.7397688605423,3.2021302464268,3.7117713516934,6.1106205934216,2.180732983236,4.07660997499,5.7924735679,8.73773398198,5.53658660684,4.79263376984,7.40891045053,1.16019630863,7.00674227259,7.52897845826,2.24014156271,5.13893746568,7.73834839218,4.75543056285,7.26527064799,4.55210336415,1.17327993985,1.69158615291,4.89733840967,3.18226033026,3.95067278985,2.45737884906,4.28345255378
GWP_100_AR5_CH4,South-East Asia and developing Pacific,Fires,66.180337076773,119.27647251033,118.50097080059,114.57120033491,69.576188333147,69.576188333147,78.972947283826,45.16552097901,104.73786045798,105.15430574269,117.15898693624,72.74072563952,186.41086083552,87.983953232288,219.80051525606,111.20203426418,234.29888304282,72.912959630087,41.4172970491,168.46217087206,58.33472628187,95.375713268181,104.67434110559,94.287344283077,215.94124227755,222.07383417385,55.183664775307,37.783964318172,92.27843754516,181.15812115565,55.706921193125,37.409691730199,21.054668318326,116.63722288286
GWP_100_AR5_N2O,South-East Asia and developing Pacific,Fires,10.894335314538,15.755632949963,14.4829893039,15.317406296608,14.416620666473,14.416620666473,15.050362329021,11.090513322701,14.383616760815,10.031837977371,12.01251835604,10.844265745922,8.4956263460858,12.183978991829,20.733028981854,11.227322840803,12.243243907944,17.452593192712,9.3273859095338,14.268565269158,14.109773494607,9.4066476703338,12.025291098705,9.9025173831738,12.941555918058,15.055913043501,9.4806781262883,9.4207236382081,8.1872500265983,10.860565082277,12.290760953199,9.8331952634632,5.8936614876262,10.291169872569
CO2,South-East Asia and developing Pacific,Forest Land,802.22099533209,794.09620437498,788.61501723053,728.13017492076,685.844306175,658.66196615609,635.26661217624,627.34576704136,612.13285993745,608.20631187003,599.55010445764,549.46821609861,580.00059311097,607.76735645708,612.28344952676,599.31901853438,565.9869010919,586.52452454583,575.18569673637,510.17866138418,564.0001892949,607.93434521437,609.55937589127,666.2512211221,669.05373286994,587.95252621608,592.30347709655,584.26497560423,633.00048708665,635.27991759224,663.45339263071,687.15170040502,668.65571847908,684.75097047547
CO2,South-East Asia and developing Pacific,Organic Soil,309.14067,309.14067,309.14067,309.14067,309.14067,309.14067,309.14067,309.14067,309.14067,309.14067,309.14067,374.34567,563.26067,381.15767,608.85467,655.33167,1354.489592,440.316514,380.880436,657.188358,413.64128,469.49928,737.76828,483.43328,974.15228,1200.64128,475.17528,397.64928,508.64128,856.32428,856.32428,856.32428,856.32428,856.32428
CO2,South-East Asia and developing Pacific,Other Land,4.322,4.322,4.322,4.322,4.322,4.322,4.322,4.322,4.322,4.322,4.322,4.322,4.322,4.322,4.322,4.322,4.322,4.322,4.322,4.322,4.322,4.097,3.8235833333333,3.5985833333333,3.422,3.422,3.422,3.422,3.422,3.422,3.422,3.422,3.422,3.422
CO2,Southern Asia,Deforestation,97.192537430078,97.192537430078,97.192537430078,97.192537430078,97.192537430078,87.126170444638,77.059803459199,66.993436473759,56.92706948832,46.86070250288,36.794335517441,35.938577416939,35.115430316437,34.292433215935,33.376416115434,32.588639014932,31.84190991443,31.036146813928,34.468240330914,37.611280847899,41.134094364885,35.659822,18.528605,18.564385,25.132162,28.960566,29.210566,29.052566,22.853566,17.647566,17.647566,17.647566,17.647566,17.647566
CO2,Southern Asia,Fires,3.3205231387082,8.3931781978217,6.854575517265,7.7325189452791,8.6494934658997,8.6494934658997,6.2168803078413,3.0790411483364,6.0564436964273,6.2283090946143,7.9454988944486,4.4896185193692,0.47456913964,2.77467566759,2.75022985362,1.83929584272,2.5675184415,2.77007462396,1.56747828445,7.62781152339,3.35905289066,1.40483055742,5.87900084974,1.65529623494,3.88620474797,1.99260437869,4.17304264597,1.66605736227,3.09694194107,3.92039977069,0.90867224954,3.10507230771,3.61079726401,1.80891839243
GWP_100_AR5_CH4,Southern Asia,Fires,12.658909818276,13.118915755174,13.019414313279,10.764551426177,16.078886066214,16.078886066214,16.564505813739,12.355433314375,8.8943512679963,17.072812431495,14.925452579191,10.203262795604,1.6548213203861,7.3078652152041,10.006953006827,6.6508719808331,6.4704077683218,9.990375433463,7.1695007834705,18.949952317378,15.386238469709,8.1177337049088,18.285795310009,11.793977934344,9.9866459283419,5.8703544674625,12.249083211841,13.58633475355,11.721532056827,8.1254664605246,3.1352975998515,19.152917845853,8.5997493751814,7.3799500036976
GWP_100_AR5_N2O,Southern Asia,Fires,3.8529940506388,3.9352957410758,4.2092872610741,3.4449717243519,4.9998684516074,4.9998684516074,5.2615321988489,3.9751316306296,2.8187399519352,5.3949757091573,4.7732176454576,3.144118975585,0.52694889829781,2.2016027723474,3.0093980040901,1.9955681418458,1.9690235630176,2.9617536344051,2.0938695045146,5.6774354783693,4.4483452158187,2.4038949131369,5.4207649917948,3.4334148099012,2.9628874794888,1.7513971032727,3.6373675890512,3.9623972037474,3.4749545404325,2.4472911913187,0.98671085541227,5.6514191542005,2.6149787359161,2.1879125736926
CO2,Southern Asia,Forest Land,1130.7860924734,1170.0902929633,1182.1935572914,1196.7604761657,1205.9342827401,1212.0317371003,1186.6221303496,1181.0995599499,1191.5393005723,1202.8812312201,1204.619919805,1214.7401441188,1302.7899374346,1311.3214729494,1304.5319001039,1314.4858821122,1320.0726767098,1335.7380276253,1340.4329065069,1345.2538884322,1350.9681528679,1350.423201132,1347.5931106727,1344.6437924203,1341.9750912471,1330.2522484353,1328.7993506313,1321.6320063509,1315.5590912757,1309.8038001876,1302.6320645899,1295.9868681461,1280.8696284128,1274.0526233029
GWP_100_AR5_GHG,Africa,Net,-477.1882222532,-302.33585612663,-184.03936753656,69.845669553442,19.260829313382,128.73469843235,234.74493498901,-58.238794061771,291.26910426105,293.55432646296,635.66439239158,506.2530262196,458.01702906694,484.82590967654,503.23607182673,676.94486603724,692.25963625826,786.04382946592,891.20371169167,866.91160928391,1010.4097925544,1717.0189769091,1660.4953376451,1583.2841385066,1513.870489149,1252.4634310446,1298.0431180682,1343.7754694152,1387.4844857919,1361.3872395896,1441.3898934272,1600.9752677121,1577.0344614938,1602.7971651316
GWP_100_AR5_GHG,Asia-Pacific Developed,Net,66.33121336844,88.760923441274,99.002379600951,433.14897282347,33.015017673831,9.6065739651834,-140.81056909827,-254.38543515662,-3.8624235432366,96.887062131245,362.3542725429,481.69921119568,819.07559311343,-74.729445140087,244.84853034092,-208.4983979782,393.05012537387,311.79893354548,-115.39432343401,-67.086381459288,-233.40113706591,997.16991753121,884.55647575598,-100.88068408443,138.3035969947,105.52545212862,-214.74119403219,332.06673733164,234.54888843483,162.39798499662,-169.91539031462,-194.63476356164,-135.9763537915,764.1496607758
GWP_100_AR5_GHG,Eastern Asia,Net,-667.19652098125,-678.41375322444,-626.60554785791,-683.52929811893,-733.03051854851,-732.55864311729,-777.34471910056,-843.69608148515,-729.1775689038,-768.78951350705,-725.5338023331,-851.59883886623,-911.90915176536,-894.54001906591,-915.19163479973,-932.15506064369,-949.47860152623,-927.95285014088,-869.81100328924,-847.16054522879,-835.59514503704,-856.56985526965,-881.90549063034,-881.86227920452,-944.95722500938,-1024.4403809227,-994.52646019124,-1041.9178350933,-989.72008357374,-1052.0347739333,-1014.6333289512,-1025.9140025737,-1031.4463245934,-1033.380754611
GWP_100_AR5_GHG,Eurasia,Net,-1198.4601018387,-1126.2366588304,-1181.2476843277,-1478.2958797115,-1290.490001189,-1304.9696814949,-1420.409151227,-1557.8959263172,-1784.2271379182,-1494.3502911249,-1369.1748538988,-1762.6831366239,-1731.7817904362,-1476.9708705822,-1683.7015600337,-1695.2687102195,-1649.3460241919,-1727.0340367873,-1595.842711103,-1842.4487350062,-1771.1775664495,-1761.5418916769,-1623.9218660183,-1780.0264099918,-1661.7197129291,-1778.1367322983,-1687.1749625002,-1792.1975420372,-1536.8416662427,-1623.6423925561,-1683.619912251,-1583.0831583637,-1757.9574919081,-1693.7319981372
GWP_100_AR5_GHG,Europe,Net,-454.72326708389,-598.0028516764,-595.36543298998,-621.49997740999,-564.21009920616,-537.24819757156,-547.38970835143,-538.21148594041,-489.60666997932,-585.5715007988,-413.7914770318,-470.79566188499,-492.62340642161,-472.27623567057,-476.30443669052,-414.25186768138,-468.31822522773,-391.69851485269,-422.43685709843,-500.13140596488,-417.23357587064,-391.85296479219,-387.59474197682,-364.31915424363,-362.810380881,-363.41064762219,-356.16846077909,-338.9304920489,-288.68242482866,-290.3391429456,-334.05626408297,-293.42739098722,-294.91338362791,-289.91665457269
GWP_100_AR5_GHG,Latin America and Caribbean,Net,-543.49885671557,-600.17394923317,-499.55192464236,-330.28802970667,-332.88716153536,732.168431702,129.76690784644,-193.98963979402,164.58338708194,249.91873463933,370.92793325659,189.97509694924,425.01887919036,1616.067088251,1868.6889861877,898.65100577959,524.57400705468,370.20257304815,169.33228010759,-449.14230284299,-341.29593338323,-244.94402263863,-256.99360696919,-113.94868818724,-314.1573105071,-253.04445010757,-308.28468589611,-291.68919028208,-301.25623554019,-332.48073150075,-211.95083042315,-269.07117566266,-231.69414991821,-216.23828861091
GWP_100_AR5_GHG,Middle East,Net,72.150864858099,76.29308137834,72.260400837066,73.170883467716,76.384279395656,76.635661580441,79.084396528855,73.467505827051,79.144553609605,76.21262411783,75.187733373194,75.886110623499,71.832710182228,72.060552452632,72.252438420495,72.459805669527,72.383291028624,72.85616431349,72.378928636991,72.484453092352,74.024860769747,73.364624049328,72.97099343109,73.341872531814,74.07624684173,73.308252095368,73.582756766958,73.362176267006,72.982199590808,95.426458431851,76.690012026069,73.585621487468,72.887625322317,76.062331854693
GWP_100_AR5_GHG,North America,Net,-1587.9752200307,-1614.5353547285,-1705.3878767426,-1674.4980230798,-1505.8737452526,-1476.5342045677,-1717.1653482093,-1741.8047026411,-1450.6047889755,-1658.6580462691,-1645.0260932522,-1800.3414490222,-1763.1621329426,-1802.5879409518,-1688.1348458537,-1741.1416968448,-1854.9395189723,-1877.615217632,-2147.0460309861,-2277.4931041421,-2135.8132247805,-2075.3146360965,-2087.6617189481,-1977.8782066466,-2030.2962197868,-1893.5142020144,-2112.8184295629,-2054.471934289,-1969.5900818648,-1985.4619406309,-2110.5707087988,-1709.4529111242,-1830.3517122736,-1281.5817293557
GWP_100_AR5_GHG,South-East Asia and developing Pacific,Net,2159.3453392556,2119.2616028744,2125.6787807288,2041.3981123184,1959.7047223905,1920.7585023716,1909.8619904747,1854.6211795949,1928.3736167939,1903.139306333,1969.6022297346,1317.3303387397,1657.2003489196,1372.3034823591,1862.4682526401,1766.0699737244,2544.4166513588,1583.626647836,1436.0027569069,1861.1992967023,1343.9715725084,1503.2343386417,1866.6668001194,1798.9628032706,2272.6993846285,2922.4824390589,1741.0789930783,1640.4178852166,1992.6923870175,2322.8022502398,2225.2396431073,2228.9515681885,2188.6677351341,2306.5691237847
GWP_100_AR5_GHG,Southern Asia,Net,1247.8110569111,1292.7302200875,1303.4693718131,1315.8950556915,1332.8550681539,1328.8861555287,1291.7248521293,1267.502602517,1266.235904977,1278.4380309583,1269.0584244415,1268.5157218263,1340.5617071094,1357.8980498204,1353.6748970839,1357.5602570926,1362.921536397,1382.4963781311,1385.7319954102,1415.1203685992,1415.2958838089,1398.0094823074,1395.7072768243,1380.0908663995,1383.9429914029,1368.8271703847,1378.0694100782,1369.8993616704,1356.706085814,1341.9445236101,1325.3103112947,1341.5438434538,1313.3427197879,1303.0769702727
CO2,EU27,Deforestation,23.77930222535,23.721453615778,22.398643314443,24.891296197984,23.878885839285,24.132261446298,25.807505063661,27.660284708562,27.812344775783,28.598318107466,28.441169063667,30.673545624212,31.545274162645,32.9932685893,34.348722377758,35.053839974385,36.366621116788,38.127507090452,36.16795904024,37.111748147134,36.548606792301,35.148412056348,33.653611439174,42.025317788078,35.866137999106,37.85793319683,39.1533293622,33.428040748197,31.958596205008,31.549011532992,29.608412691977,29.149129558412,29.149129558412,29.149129558412
CO2,EU27,Fires,25.185462488284,18.859767198803,13.823600625246,9.234666144878,23.780608270804,23.780608270804,27.524359037894,4.6272167412294,37.310351507712,12.55185427618,19.461736450351,21.666732891741,2.46866143128,11.07534670358,2.0514622839,10.01982719035,4.53817773853,6.37754924788,1.51469092784,2.31500350493,2.52383314606,3.84277890896,6.69312353929,2.38855467912,2.22990924409,1.843136074,4.26888806284,18.95719922728,1.64752097563,3.67828940198,3.81218011535,5.60183834454,10.56017487747,5.67501476795
GWP_100_AR5_CH4,EU27,Fires,2.9050769563751,1.6437782320578,1.2364188483813,0.83972521807712,2.2405496056606,2.2405496056606,2.5694561043022,0.84323660465948,3.625868754385,1.1979804447013,1.866008006726,2.5613612814832,0.45506827186576,1.0646347040235,0.23376284213716,0.8828780976414,0.40292087661448,0.67796812270544,0.27993699349672,0.20319165228292,0.22824969895896,0.69595310016456,0.97368433873172,0.29251902932448,0.25685191818524,0.23069744308716,0.3522102251654,1.6662627615063,0.14631625187956,0.78486960453272,0.55528440677696,0.47472031551364,1.4151721353347,0.51936428377988
GWP_100_AR5_N2O,EU27,Fires,1.0095988407156,0.82627152231261,0.62393932314103,0.41451868508379,1.0390297820865,1.0390297820865,1.1889065564365,0.1503661010897,1.5933552593756,0.54981259209124,0.8393610067808,0.87670123732883,0.083753836930745,0.49572326452785,0.10487811220263,0.4328064070924,0.19903670239972,0.28139706615245,0.069249517857415,0.11472356457373,0.11301520313358,0.1289232444759,0.27401494975215,0.10095073557258,0.09092965322002,0.075837027117565,0.19082124883447,0.81105488334584,0.07190472430314,0.10090722453968,0.14115295047185,0.25341101585116,0.40639577657591,0.25753652319078
CO2,EU27,Forest Land,-444.32058840179,-563.40683727082,-559.05228797503,-568.36505409076,-518.73550541132,-485.83255736974,-502.68483204012,-469.79130505543,-471.68747185049,-449.99358856868,-390.23229693687,-433.10104579301,-424.92227281253,-396.19287551659,-378.84159767247,-326.4976066747,-370.57735669336,-307.07663069873,-379.06621342446,-446.42437154262,-350.73921352097,-347.89983011512,-350.84748511815,-340.80788586471,-341.91970400497,-326.50519807485,-313.30535106424,-305.04414614716,-251.64172825697,-244.10345280489,-270.93211652902,-224.88499454219,-231.58661710822,-217.66404140583
CO2,EU27,Organic Soil,94.656666239704,94.846195120083,94.259498595004,92.806070886241,92.011215648684,92.176182869757,92.736222278766,91.955990884601,91.934531333204,92.120229820956,93.167951069694,93.660561945059,93.428125163229,93.571673413199,92.939846944005,93.742644754949,95.113223419658,94.792582584838,94.771597156567,95.474504437195,94.91948282434,95.152278366566,95.52696126891,95.208931721573,95.603387978588,95.644163319003,96.26523367347,96.405760013057,96.420638447688,96.862439460485,96.862439460485,96.862439460485,96.862439460485,96.862439460485
CO2,EU27,Other Land,-44.270156609821,-42.163001289042,-37.520744672294,-53.721198208575,-57.577246820459,-73.0515266524,-68.366750589378,-72.624372914008,-73.889262160043,-151.68936304446,-81.175781876551,-90.823382274241,-90.119669215487,-102.77496518489,-123.85358810985,-124.94705721379,-134.0198393399,-122.31114437799,-88.576081570001,-88.465244636632,-103.13962707774,-103.80322401635,-98.722661113878,-94.859946211948,-100.40695299117,-117.90217258324,-123.31895479876,-118.8061049929,-123.12263347498,-134.55104713685,-124.1168862391,-129.18412202084,-129.18412202084,-129.18412202084
GWP_100_AR5_GHG,EU27,Net,-341.05463826118,-465.67237287082,-464.23093194111,-493.89997516707,-433.36246308526,-415.51545204753,-421.22513358844,-417.1785829293,-383.30028238008,-466.66475637174,-327.6318532162,-374.48552508742,-387.06105916207,-359.76719402685,-373.01651322231,-311.31266746408,-367.97721617928,-289.13077096469,-334.83886135846,-399.67044487314,-319.54565293391,-316.73470845495,-312.44875069617,-295.65155812299,-308.27944020295,-308.75560359805,-296.39382329049,-272.58193350667,-244.51938512744,-245.6789827172,-264.06953314306,-221.72757786823,-222.37742732078,-214.38467883285
CO2,GLOBAL TOTAL,Deforestation,4243.7920745039,4011.1350600511,4151.9427623276,4155.4041894134,4148.6120813143,5116.9206072962,4492.2647752195,4189.1031004406,4459.590923793,4424.2992102321,4512.8765891852,3846.6071884632,4075.6243087004,5077.7906744243,5407.9505173701,4518.3489430471,4175.6394011803,4037.1914433478,4068.9766409258,3585.7937354939,3358.0473932484,3878.7413501032,3867.8965642204,4190.01121742,3880.0689326554,4050.7356364886,3850.7966901629,3816.5261601504,3938.5184288774,3811.667203227,3862.060945386,3877.8183406811,3877.8183406811,3877.8183406811
CO2,GLOBAL TOTAL,Fires,1317.9710191111,1367.7044744723,1344.5348727172,1587.0447093021,1651.5653785369,1651.5653785369,1254.110633236,717.94464482345,1283.2638380086,1410.0100838622,1883.0650288192,1372.4162033362,1580.0163617568,944.49594426785,983.87487624766,539.15185592872,1062.8322138334,918.4648552607,866.83346607405,627.14690303941,610.45738689011,1849.8760540354,1788.0215898818,669.65155890181,939.18382943536,836.56024886345,579.97604239851,1091.1220468381,1055.7016594269,923.2326569425,661.84168890817,845.22325895708,635.77945105695,1992.0391735848
GWP_100_AR5_CH4,GLOBAL TOTAL,Fires,627.08448476681,669.08373901353,663.60472268665,810.07232088962,653.8081942336,653.8081942336,644.07437744834,349.6164109098,695.88510684815,641.74771374105,840.66625014386,604.57585896022,678.36786763249,600.94840832375,691.17498523692,602.84165044471,680.52078383108,582.41463130039,519.92313559805,613.47468302533,552.43889758991,605.13258675385,630.22222805015,517.32374909017,588.04104724807,632.60031663035,497.89241348268,466.02622046068,569.35129741273,649.15948737121,454.73024393057,427.26645616979,398.00206210861,629.26071815757
GWP_100_AR5_N2O,GLOBAL TOTAL,Fires,205.82726580986,214.42983647433,222.8384416507,252.22521581898,219.77887768965,219.77887768965,227.20815544314,122.14890930259,212.4463259188,214.0838772057,269.33785477176,213.11923794951,183.17780980782,177.64762809931,189.72701703333,175.18626161236,176.18240191019,196.03603634551,163.34415925888,149.89826910307,178.03573672554,195.864762437,199.72128995844,140.36268849734,153.31430619981,158.72486971814,150.61951643411,164.03104624387,149.46322177534,153.87033651389,154.212042426,149.60213773537,140.28866650646,166.68016645748
CO2,GLOBAL TOTAL,Forest Land,-7725.5083593136,-7569.5655910693,-7518.1300829876,-7596.4962934578,-7536.1302650806,-7336.808116835,-7368.3031754563,-7153.6460512444,-7126.7717881954,-6911.2135908003,-6685.7557169462,-6824.3325869404,-6584.1107873143,-6366.9062827986,-6174.8697657752,-6071.1699416996,-6134.2990583463,-5987.0489587029,-6654.2222366671,-6890.5166408893,-6382.7518122327,-6013.0930952398,-5912.4025718709,-5762.5015380906,-5727.999306087,-5815.3609449751,-5871.9625419512,-5781.9173617809,-5418.4444397183,-5594.3153756929,-5556.0703105119,-5132.0222011908,-5183.880300944,-5129.5774785652
CO2,GLOBAL TOTAL,Organic Soil,637.68164664978,636.19807243007,633.99551904708,632.01940661679,630.1331488688,629.16280432212,627.78140574317,625.00608172722,623.54887377651,616.5719686726,615.31289259483,685.66529696331,872.65419377546,688.15125791922,913.56010204528,958.72677526893,1657.6236940717,741.06123873908,678.49967708792,953.15097700049,709.6696678211,764.65067508403,1032.9903854714,776.7098327645,1266.5065954737,1496.2716978434,769.73073644119,693.88969718037,806.46824363535,1152.4818017585,1154.0908839376,1154.0908839376,1154.0908839376,1154.0908839376
CO2,GLOBAL TOTAL,Other Land,-690.25184603792,-671.63818741003,-690.57313655867,-694.92206275531,-773.03902436697,-788.94844841463,-835.0725856522,-842.80387341655,-875.83530274625,-1004.7185299705,-906.2341393441,-943.81077957533,-933.49996834258,-940.07705908686,-869.58103303591,-942.71536966637,-950.97655892722,-905.39533936337,-839.23609543498,-806.69467373939,-916.71174298775,-922.59836420877,-964.13002647811,-914.7932502328,-1030.1635450219,-949.47149282191,-1159.9927719383,-1209.3631729422,-1142.7348568105,-1096.0966348188,-1186.9820690429,-1152.5059777214,-1152.5059777214,-1152.5059777214
GWP_100_AR5_GHG,GLOBAL TOTAL,Net,-1383.40371451,-1342.652596038,-1191.7869011171,-854.65251417231,-1005.2716088044,145.47929682885,-957.93641401828,-1992.6307774573,-727.8720225966,-609.21926705722,529.26875922447,-1045.7595808433,-127.7702139838,182.05057114907,1141.8366991222,-219.62982506424,667.52287755314,-417.27609307279,-1195.8812531574,-1767.7467469664,-1890.8144729454,358.57396896495,642.31945923309,-383.23574164961,68.951859903475,410.06033174704,-1182.9399149701,-759.68536384971,-41.676445400997,-0.00052469862188786,-456.11657496641,169.47289856873,-130.40687437462,1537.8058265319
