,EDGAR Country Code,Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
65,FRA,France and Monaco,12.521686773456,12.625160326858,12.834338929725,13.437752944942,12.971820720528,12.090701925405,12.864908331971,12.485313047396,12.770276847784,12.892351193124,12.419811437154,11.427505643464,11.006245891503,10.664221858504,10.389302049213,10.052099986744,9.7647521490833,9.5285603487709,9.4220604021821,9.5131070334173,9.3575547852696,9.850952085109,9.5508157127255,9.1206860879276,8.9868641310976,9.1306782732673,9.3984298055693,9.1204358204732,9.2854507340189,9.112439961051,9.0631966891463,9.0870214394813,8.9298033219799,8.9378084422351,8.9103687031496,8.8670902708434,8.5882098441793,8.4435755525345,8.2723908169061,7.9936671447401,8.104983300225,7.7868069106105,7.7844253942826,7.666897555511,7.1064676945334,7.1424079343982,7.137734615556,7.1563922540733,6.9269874469444,6.7444393577888,6.0612329828296,6.5118233665068,6.2872973678737,5.8055887283433
77,GRC,Greece,5.2138930661201,5.3628842503051,6.1687596915991,6.511327894779,6.4778947534104,6.6339014461957,7.1288183163243,7.2693720646725,7.4754675480292,7.7322888354922,7.6641827000887,7.5449193320711,7.6496610296749,7.9721543315664,8.128491736148,8.4342631322211,8.3492133859656,8.8142895584371,9.2621203068484,9.6620615750445,9.6654071929674,9.5581453053183,9.6381544334842,9.5302993952209,9.6619138527875,9.9685212404046,9.9688549772422,10.006509387238,10.316902102634,10.361954195651,10.864645764403,10.881253231525,10.907277785461,11.186691675973,11.172459697445,11.343281039962,11.01361311069,11.350906203522,10.917931583862,10.375692967044,9.7457739418789,9.5007283566703,9.1242134088241,8.4854281355496,8.275366267246,8.1569738933235,8.0561983744821,8.1042092272679,7.8878134059778,7.3848853381717,6.4584406718553,6.5973731979132,6.6239083131968,6.2906211562615
85,HRV,Croatia,6.4494506646989,6.4468022662117,6.346095126565,6.6578590187605,6.9087451865015,7.0601523964312,6.8969313195898,6.760294713598,6.9625966465749,7.3158567889041,6.7106224763007,7.1142880853881,7.1921500880965,7.8239864470832,8.0750153496207,8.1696901473994,8.6336790595572,8.43799953706,9.0150887105777,8.6485636906998,7.0028733569392,5.4166936237232,4.8776278841517,4.8917586913159,4.7344478969066,4.8930881229037,5.115454845993,5.4361641436196,5.4546373776523,5.7275311767041,5.6485983911014,5.92310443894,6.1007883786247,6.4644183891646,6.6014233354613,6.608306092907,6.721794610588,7.1380286184737,6.8738955459185,6.4787868883946,6.3505878373451,6.314974789891,5.9355229107181,5.8880435025176,5.7537644541888,5.9627316793758,6.1271120692501,6.3130180293085,6.0939085078109,6.1938103133414,6.0836519411513,6.1980744235862,6.1416456556428,6.1807467942642
87,HUN,Hungary,8.7869455751881,8.9793432430866,9.1265259724864,9.6034530109926,9.8461724933779,10.000419104523,10.348512868046,10.749183624058,11.536960753105,11.385271421398,11.262251194078,11.1799695423,11.264710525244,10.948466539397,11.149962522106,11.111596703632,10.905887922951,11.075477348423,10.605989292078,10.31996117936,9.3228431268014,8.7262967043006,7.7264623491866,7.8034790834043,7.7698091583171,7.6961377044371,7.9431645913341,7.8166833922742,7.7773874486978,7.8508611622929,7.5813089423419,7.7707545399834,7.6121818493837,7.8960835100856,7.8184412767933,7.9014217065645,7.8389398784691,7.5984074861294,7.3752964115737,6.7517498306606,6.8180979967108,6.7653688318513,6.4031293762134,6.1525492154923,6.179629010586,6.4808679019558,6.5695275245289,6.9139467096658,6.936377468626,6.9623456764864,6.843321590696,7.0001151750159,6.7290911312268,6.4032340364404
90,IRL,Ireland,13.424616055715,14.25786941466,13.960668306218,13.926102603794,14.635651694778,13.971568184492,13.823247144336,14.28957007844,14.147834532582,15.256820994124,14.797280108092,14.374856347589,14.212587758695,14.136480006976,14.136928187077,14.5654584971,14.877998059965,15.233923468543,15.0198395158,15.488174094491,16.039792868608,16.164577762684,16.12482422872,16.249855294567,16.560276902158,16.653156416633,16.945366551177,17.193478083303,17.757537357218,18.619249226906,19.348929064292,19.7231056361,19.031064966761,18.640849808957,18.037666752041,18.043012696675,17.808780690855,16.888044360094,16.272347750143,14.810782231232,14.403207761572,13.416186268767,13.621918384524,13.429392531442,13.444185368934,13.828268653239,14.438882994857,14.13432132776,13.211487930441,12.677347296858,12.123270908584,12.447343911237,12.168190020166,11.577599949442
95,ITA,"Italy, San Marino and the Holy See",7.3594237993671,7.6309559303422,7.9016005110932,8.2965334268558,8.2638635632632,7.9027071264053,8.39294267624,8.1651317627973,8.3129650765991,8.5832973621614,8.5900687452408,8.3397565831055,8.1508577292837,8.0038874671038,8.1495722020795,8.1467842190926,8.1900073969501,8.6365615375209,8.645420567436,8.9429713896952,8.9573351260586,8.9153476311648,8.8352065899138,8.7012539860387,8.6170796689518,9.0702322936136,9.0049017999985,9.0853132546176,9.260345872286,9.382272826252,9.4869584253099,9.3897037480254,9.5044516243126,9.786626758569,9.8979074708998,9.8703169690781,9.6217495821658,9.4689338897791,9.1780535100421,8.291079093084,8.4606610293514,8.2627614481187,7.9543051073066,7.4065923649399,7.0760006172394,7.223092473328,7.1467995099229,7.1181197613334,7.0406661313142,6.8973356460863,6.2480287971767,6.8888204202283,6.8398718061726,6.3590874973019
114,LTU,Lithuania,9.4394861052831,9.481457221629,9.8959137686676,10.392500059122,10.888535478706,11.321736422687,11.591180229405,11.816036400832,12.113384905231,12.34565909127,12.622063897236,12.60763643463,12.535823239511,12.517883473509,12.638301906122,12.534710828715,12.563522648072,12.571607151114,12.406980001297,12.221351067196,12.637499877308,13.045127087911,8.4201230744273,6.7266396199523,6.3311144114349,6.0510572416187,6.2314101727573,6.1449671969487,6.4568853075143,5.6800585591806,5.2659299558132,5.5044588973052,5.6986457209445,5.7765619301807,6.096204187145,6.4771067800989,6.6489067174318,7.4029837146714,7.7259469665347,6.8707474574786,7.2750965409971,7.6615889817306,7.8808228564129,7.4782451639793,7.5950543672834,7.9403088095048,7.8083421242699,7.9837050263259,7.9254567799543,8.0304939873038,7.9512293639975,7.920831725029,7.3562962971285,7.35026901153
115,LUX,Luxembourg,60.371964502065,55.840005803631,54.291571591911,58.002516888326,53.214580439528,42.250248338255,44.55304987071,42.214322718474,45.313920688394,42.866997077109,40.028469818225,34.489055911127,32.366768027752,30.223853227099,33.069723502795,33.325893913049,32.42245432158,30.592466880969,31.589343918419,33.439072128603,33.83062461841,34.750313065501,33.588099205907,33.785524831868,30.993057224556,24.671010908474,24.472904104357,22.661681092491,20.584214888453,21.239098653115,22.457878208952,23.457275562636,24.808187541283,25.51523463665,28.415341334891,28.523536365127,27.636660843818,25.876862068998,25.073413153322,23.287914594991,24.023159914951,23.167674474986,22.166851046421,20.688741477117,19.369014242906,18.072175809841,17.357905563932,17.390946838669,17.638821562536,17.689523132192,14.631167182606,15.070473172856,13.127889717411,12.537373268271
116,LVA,Latvia,7.2646329252366,7.3035794767107,7.6137716961178,7.9987048956324,8.3891505128381,8.791717018103,9.0222126624171,9.195245426644,9.4703125075213,9.6607900778786,9.9029249806129,9.9548414899083,10.100749779869,10.193739716815,10.225460619872,10.21388445529,10.28159314332,10.329419132731,10.180250093885,10.015332343266,10.164076348726,9.5605134444076,8.10804441489,6.9712262702508,5.8345254422127,5.1579252592082,5.2078385803804,5.0373721588236,4.8542600520905,4.6029648826819,4.2748877531358,4.5752706702826,4.6543272650677,4.8572920055399,5.0016453671857,5.1830665371636,5.5605772274037,5.8629195148867,5.6442807110807,5.3765825912376,5.9428247306313,5.7750762990165,5.8365138424924,5.7992860366704,5.7985607830327,6.0038590063736,6.0850674509882,6.0879134837778,6.4447384098729,6.4112955163996,6.1537226921143,6.3277481531223,5.9620740915542,5.9486926837439
125,MLT,Malta,2.4690586339946,2.4869823660025,3.0203542664194,2.9127972400146,2.681404940623,2.4490332706128,2.7389133069424,2.8710027821288,3.2579044748489,3.1608280637297,3.4258913624583,3.7963086032684,4.2632144541782,3.2365391977455,4.266116178032,3.7428819460375,5.7761620636392,5.9928276163724,6.4370041100889,6.8953142434744,6.8340730705956,6.5083854016695,6.3663364398535,8.0427316693893,7.1860366114237,6.7769573630534,6.5777877826764,6.9147210281872,6.6072697453371,6.6593093836647,5.9077461120395,6.8008620460779,6.321602244097,7.0328039237619,6.9806009201812,7.0948408469914,7.2256617936129,7.3969987942075,7.438888157253,6.9288073817309,7.11736140384,7.1389634371657,7.301724474358,6.464156859675,6.4151121152711,4.7888327077587,4.0913109168571,4.542224598876,4.4930572903295,4.7037983444217,4.5549797999917,4.5548299487336,4.8447533509383,4.6541539094456
139,NLD,Netherlands,13.76079869995,13.725188882543,14.939128486405,15.447138514589,14.95771324778,14.234777403735,14.925857331533,14.673808793286,14.992242619059,15.652716827213,15.066884383807,14.894316904464,14.037756756191,13.713216880488,14.155610590634,14.36689632107,14.486641909254,14.707871894249,14.575053226657,14.667442139709,14.913447715077,15.171921575409,14.997060901717,15.115821045122,15.143376420801,15.243043736828,15.868178464512,15.153376607286,15.063726575261,14.317929945895,14.132267566285,13.987117068334,13.824878610452,13.904392466974,13.981085273375,13.523965131964,13.246046418128,13.201887752257,12.880188833054,12.484236701497,13.141657141122,12.316617309309,12.109236039705,11.944222745905,11.428025017799,11.86711201472,11.953555476848,11.701538473394,11.3020420722,10.938644169382,9.9236313041213,10.14032364599,9.3283622191843,8.7010561756172
150,POL,Poland,14.837272722342,15.075168376849,15.484568228713,16.123485060381,16.569766155602,17.033474329231,17.642513074254,17.937822040523,18.799462347008,18.679247493814,18.546981388946,16.698254014236,17.086123641224,16.959296456298,17.15161936888,17.214721802776,17.281984750691,17.534712432012,17.117661310456,16.233012894027,13.512284090284,13.181954340772,12.772371712825,12.641065702935,12.43415400954,12.428278337076,12.78644588363,12.52039172766,11.530596112839,11.17540451855,10.761589612059,10.606629240644,10.414892730172,10.695749667381,10.710439203388,10.724673666863,11.09451088438,11.040034364276,10.816902438871,10.384855323646,10.881153952349,10.794481131643,10.66512197769,10.488369001981,10.097649580816,10.156217230006,10.466736582543,10.842631523123,10.840519314461,10.378419355249,9.9496118985135,10.703443102056,10.524935127858,9.66869319108
153,PRT,Portugal,3.4024439133839,3.4876718437877,3.5366190018628,3.7552709628781,3.6359874237603,3.7539214806508,3.8332689357948,3.8499068386355,4.0097677839227,4.278458634766,4.3683075233769,4.5139730981513,4.732781806265,4.5938546166361,4.4110860053132,4.2737536743427,4.7248989320858,4.7259643160936,4.8233327687672,5.7269699784642,5.879349149375,6.02642823078,6.3824501020722,6.2396012788522,6.4326035559881,6.7397788472757,6.6079430534238,6.8486703841801,7.2954686997128,7.9485727907469,7.8103750772271,7.6383655152085,8.0282497456988,7.5071361230525,7.6301858230647,7.8807418335801,7.4193091276583,7.2516179869698,7.0005951531197,6.8989942154611,6.4154827037002,6.2494780319054,6.0943075957561,5.9472389564428,5.9564090264896,6.402044423183,6.3456392950836,6.8884562269946,6.5408628567242,6.1528861532099,5.6224857373968,5.4786069317541,5.5397687933431,5.2407165607339
158,ROU,Romania,8.4939564843584,8.5217372690684,8.7768610134698,9.3668884835339,9.4597064825131,10.019038278711,10.664035026052,10.994774579128,11.653811150098,11.817136757813,11.585255003937,11.639832595786,11.49184639946,11.568167045051,11.534613244051,11.48512975722,11.538594923797,11.821000380254,11.938171832254,11.753581502109,10.275066172084,8.3984003283353,7.6873195345467,7.300589198894,7.1711754619325,7.4237819971108,7.6437340403403,7.1324971489759,6.3998345663483,5.6737936585578,5.9092944970313,6.218987579204,6.2481208600354,6.4759883093289,6.5132831975939,6.4700808810493,6.8362399002984,6.7988588660198,6.7600964466919,5.7614362791516,5.7449895018048,6.0828455520129,5.98450553324,5.608037240903,5.664158348556,5.7475209487409,5.772552581096,5.9796718892151,6.0797797416141,6.0153589931162,5.713041616487,6.003438896511,5.7784998429913,5.5391104438104
174,SVK,Slovakia,12.695610415445,12.633304741255,12.708073513825,12.863428897291,12.872946012532,13.038349781724,13.084087096113,13.402741329807,14.623076807668,14.730210936871,15.414422624427,14.88690096294,14.438471174556,14.338122737728,14.714565544306,14.546248216588,13.96453534769,14.209649501475,14.412025681311,14.265448748849,14.227763912897,12.284224481886,11.367751376473,10.9881675053,10.431072664739,10.413361704649,10.531784687798,10.384615587877,10.185543320558,9.970495229886,9.5370889392456,9.6372054834595,9.5815346895011,9.719706552371,9.6547892921852,9.672738959839,9.7343563520904,9.5590159773974,9.5127037330436,8.7087350682409,9.2214598714019,8.8906582872856,8.4544976157602,8.5143855945426,7.9962452560001,8.1526916039094,8.3204647114815,8.7264435292767,8.635965515187,8.1717878315717,7.7991600258798,8.5823762451114,8.346161980224,8.2202333193836
175,SVN,Slovenia,8.8482470389577,8.9300904461725,8.6465433887178,9.558632828384,10.120443430588,9.8619754365351,9.5371670979475,10.029397441932,10.368341876146,10.721527746218,10.703813402118,9.2860857568697,9.1702836305476,10.442039394337,10.540582233004,10.220779784327,10.045121900585,9.7539929274533,11.85214165646,11.167303000795,10.678983219834,9.9364047789895,9.406421896925,9.7120742683665,9.6573822840931,10.136841902512,10.479614695613,10.847975851123,10.764919816598,10.417007065042,10.267357074385,11.175083068639,11.551959725418,11.456006000275,11.726952087424,11.795446546478,11.815781260561,11.712334187909,11.951200958734,10.777878092572,10.785067916155,10.221695107151,9.8872619185294,9.7908662207162,8.9813781469227,9.0801840806762,9.4205655640352,9.582363211796,9.5080761491924,9.1920868595526,8.5613692489473,8.6316405795491,8.2483590449829,7.6891910688088
176,SWE,Sweden,14.219455164114,13.278714018931,13.260376372133,13.417420791447,12.544900269516,12.710611342685,13.523547811724,12.995313442299,12.320158235016,12.697389333257,11.760395916576,10.828356773617,10.065783593415,9.3821237407154,9.3395364704606,9.7713608184516,9.8500005650879,9.5292069910414,9.2344978611091,8.8571996441415,8.7651319686552,8.7077143510945,8.9488319483394,8.9541689367864,9.2411943166616,9.1114567580047,9.6794277017149,9.0674176570155,9.0880426656743,8.9517760957737,8.5133673126523,8.4735273719613,8.646146289107,8.6494014259392,8.46733712108,7.8510331351718,7.8527524209787,7.5225547071427,7.2920175029403,6.710881011876,7.2651699957624,6.7215355513957,6.3748209398349,6.1128742316431,5.918273425276,5.8779718361457,5.8139933562338,5.693861323565,5.3768836253085,5.3075157893071,5.1417082562677,5.2930197816448,4.8893002319204,4.7618394215626
