,Albania,Argentina,Australia,Austria,Azerbaijan,Belgium,Benin,Bulgaria,Bahamas,Bosnia and Herzegovina,Belarus,Bolivia,Brazil,Brunei,Canada,Switzerland and Liechtenstein,Chile,China,Congo,Colombia,Cuba,Czechia,Germany,Dominica,Denmark,Dominican Republic,Algeria,Ecuador,Egypt,Spain and Andorra,Estonia,Ethiopia,Falkland Islands,France and Monaco,Faroes,Gabon,United Kingdom,Gibraltar,Greece,Greenland,French Guiana,Guyana,Hong Kong,Honduras,Croatia,Hungary,Indonesia,Ireland,Iceland,"Italy, San Marino and the Holy See",Jamaica,Jordan,Japan,Kenya,Cambodia,South Korea,Kuwait,Laos,Lebanon,Saint Lucia,Lithuania,Macao,Moldova,Maldives,Mexico,North Macedonia,Mali,Malta,Myanmar/Burma,Mongolia,Mauritius,Malaysia,Netherlands,Norway,New Zealand,Peru,Philippines,Palau,Papua New Guinea,Poland,North Korea,Portugal,Paraguay,Qatar,Romania,Serbia and Montenegro,Singapore,Saint Pierre and Miquelon,Suriname,Slovakia,Slovenia,Sweden,Togo,Thailand,Timor-Leste,Türkiye,Taiwan,Ukraine,Uruguay,United States,Saint Vincent and the Grenadines,Venezuela,Viet Nam,EU27,GLOBAL TOTAL
1985,0.0010050279616971,0.00700451120161,0.0099981183328625,0.011016305745041,0.00142557696537,0.14036677538843,0.00043262505888,0.011178012091251,0.00047943265308,0.0012330764750943,0.010080235635744,0.00092936742288,0.14335790372098,0.00071369081344,0.10742396743691,0.021909881803488,0.00324087101312,0.26563103921825,1.28757458e-06,0.00894069333261,0.00027549488274,0.01301701569325,0.19576921523114,5.724568992e-05,0.00069059720626286,0.00016935183268,0.0007256365312,0.00178575567313,0.00010546518528,2.3404491491066,0.00061360609691115,0.00028200944987,,1.44173629645,0.0013285217442514,7.661068751e-05,0.52929494619735,0.00037895058564,0.00013463512714716,0.00052087416404571,3.723427175e-05,8.191539785e-05,0.0055046588029,0.01806578564392,0.00033667390146326,0.08019225689696,0.04337114531168,0.030284563376356,0.0034388141238468,0.45151955328047,0.00058676832168,3.864780436e-05,3.1562221937518,0.00035900861707,0.00201561897702,0.2587836230018,0.00015546957663,0.00267076484092,0.00020641440965,3.458593766e-05,0.0026226746476508,0.0003232963275,0.0019374032996571,0.0008170134108,0.020036369985814,0.012918040126151,0.00170861146766,0.00022743826505997,0.0229719230576,0.00048494449125,0.00015784829276,0.01978958687189,0.011268053121151,0.0042705868991519,0.0025494810336143,0.00446066575565,0.0612212900904,,0.000403280674,0.23659783544719,0.00686896930495,0.18743287759561,0.00011170281525,3.51343676e-06,0.0012426985371015,0.0041311089108314,0.01815869184899,2.4017778682857e-05,0.00010276659003,0.0075417459696029,0.00083382294869843,0.031387355289155,4.957162133e-05,0.00696684899526,5.993887691e-05,0.022173177138889,0.0037028206043,0.040255125253341,0.00105447457596,0.0021972246851607,3.57785562e-06,0.00812600746672,0.00428353880801,5.1964591574126,10.079163393798
1986,0.0010536967444709,0.00714451206339,0.010158588596214,0.011036751009201,0.00145104938188,0.14091095446167,0.00045580140132,0.011239446710864,0.00049255145702,0.0012750960604297,0.010280757932947,0.00096660169463,0.14804048573626,0.00073599365136,0.1089553104362,0.022520974051543,0.00330044584792,0.2789055864254,1.93136187e-06,0.00919686512225,0.00027907273836,0.013007081458483,0.19837663574544,5.843830846e-05,0.00070298757166629,0.00017412230684,0.00076034088704,0.00185873484576,0.0001081694208,2.3701822981247,0.00062584052273627,0.00029740928331,,1.4548511144698,0.001362874425408,7.982962396e-05,0.53682717332625,0.00038196153471086,0.00013555916412961,0.00053652962657829,4.021301349e-05,8.042602698e-05,0.00567492820205,0.01887795886966,0.00034009109164022,0.080017913325387,0.04578770718272,0.030427453167137,0.0034977265628827,0.45180677320327,0.00059511665146,4.040452274e-05,3.1876234315502,0.0003753709401,0.00212852709399,0.268939438303,0.00016425316853,0.00281294543266,0.00020817112803,3.458593766e-05,0.0026666126512096,0.00033838348945,0.00200899379296,0.0008490531524,0.020913865301888,0.013259359033536,0.00177363398395,0.00023124209289776,0.02359082680988,0.00050218696205,0.00015977327194,0.02070121537187,0.011383362982104,0.0043598066556619,0.0026142358957829,0.00459024102134,0.06430465743284,4.0171955885714e-07,0.00041993226312,0.23909552482269,0.0069875112917,0.189223994663,0.00011617092786,4.39179595e-06,0.0012542838427473,0.0043090866865326,0.01854759758522,2.4397007261714e-05,0.0001042559609,0.0077674260015566,0.00084416428901486,0.031490031053261,5.214677049e-05,0.00716199882706,6.412065902e-05,0.023570827174953,0.0038623134592,0.040716156935837,0.00106490017205,0.002232291596888,3.57785562e-06,0.00838664736897,0.00441456798079,5.2476175424246,10.214169177518
1987,0.001107548932368,0.00728600229604,0.010325722225633,0.011061821755252,0.00147652179839,0.14148009705727,0.00048026531834,0.01128948673671,0.00050567026096,0.0013198985397017,0.01048047491342,0.00100532533725,0.15274094020198,0.00075969041665,0.11060696796899,0.023128994043435,0.00336151005359,0.2928762983911,1.93136187e-06,0.00945452628276,0.00028384321252,0.01300231281168,0.20087288289054,5.9630927e-05,0.00071391480739543,0.00017770016246,0.00079594665472,0.00193320338926,0.00011087365632,2.3975528036106,0.00063641312914816,0.00031280911675,,1.4685730923443,0.0013991522758046,8.433613499e-05,0.54447806005765,0.00038488007586857,0.00013649796496663,0.00055392544252457,4.319175523e-05,7.893665611e-05,0.00585166352775,0.01971875494036,0.00034343383051837,0.079858712657517,0.0482479794752,0.030520575107518,0.0035565900030495,0.4521404177626,0.0006022723627,4.303960031e-05,3.2174768540107,0.00039173326313,0.00224143521096,0.2789961093971,0.00017303676043,0.00296209566125,0.00020992784641,3.57785562e-05,0.0027121131782172,0.0003534706514,0.0020797770365331,0.000881092894,0.021816428589771,0.013598702304939,0.00183736892566,0.00023517671838322,0.02420415485268,0.00051942943285,0.00016169825112,0.02167696453087,0.011496043172053,0.0044496820859976,0.0026779093926086,0.00472428439964,0.06749675111014,4.0796390628571e-07,0.0004371042144,0.24135014656364,0.00710605327845,0.19096148539643,0.00012212841134,4.39179595e-06,0.0012652928930074,0.0044197864349949,0.01892395797512,2.4776235840571e-05,0.00010574533177,0.0079943381584457,0.00085364467427655,0.031625492539766,5.472191965e-05,0.00736133044097,6.690851376e-05,0.025013534628574,0.00402396162295,0.041168957045153,0.00107681513901,0.0022690226098423,3.57785562e-06,0.00865622349644,0.00454699108094,5.2966761957602,10.346662354688
1988,0.0011604345443897,0.00742898189956,0.010496080774986,0.011093650551905,0.00150287257409,0.14209226663415,0.00050666059723,0.011324463350182,0.0005187890649,0.0013591246120994,0.010675033568858,0.00104553835074,0.15745926711814,0.00078338718194,0.11232925615425,0.023732834382168,0.00342406363013,0.30731902299495,1.93136187e-06,0.00971367681414,0.00028861368668,0.01300169698266,0.20332743938464,6.082354554e-05,0.00072637447873371,0.00018247063662,0.0008315524224,0.00200916130363,0.00011357789184,2.4218244859056,0.00064876485634336,0.00032917143978,,1.4820386426273,0.0014328272945486,8.819885873e-05,0.552172236782,0.00038770620911314,0.00013745421712137,0.00057006604660114,4.617049697e-05,7.893665611e-05,0.00603270947115,0.02058817385602,0.00034656509708244,0.079734636092848,0.05075248255128,0.030588106008285,0.0036166863826112,0.45262389425042,0.0006082354554,4.567467788e-05,3.2461278704665,0.00040905807575,0.00235713118267,0.2890527804912,0.00018182035233,0.00311821552669,0.00021168456479,3.697117474e-05,0.0027564081543281,0.0003664025045,0.0021517711588137,0.0009131326356,0.022744409906613,0.01393155570505,0.00190239144195,0.00023901073490407,0.02480772540389,0.0005388272125,0.00016458571989,0.02270289507519,0.011607022330627,0.0045417751444809,0.00274415935646,0.00485832777794,0.07079199541282,4.1420825371429e-07,0.00045427616568,0.24341578460903,0.00722675057405,0.19261851771364,0.00012808589482,4.39179595e-06,0.0012769585396648,0.0045022323853371,0.01930868192924,2.5155464419429e-05,0.00010872407351,0.0082223868445829,0.00086198692696482,0.031789721337252,5.729706881e-05,0.00755926812751,6.96963685e-05,0.026503986798001,0.0041856097867,0.041603332762379,0.0010872407351,0.0023062577658115,3.57785562e-06,0.00892877836565,0.00468080810846,5.3422962376284,10.475388721442
1989,0.0012079668061411,0.00757196150308,0.010660583440073,0.011138067846451,0.00152922334979,0.14277057426974,0.0005343434507,0.011339897368506,0.00053190786884,0.0013924874905606,0.010858318678105,0.00108575136423,0.16220142396822,0.00080708394723,0.11405731037344,0.024333087999228,0.00348810657754,0.32186304711475,1.93136187e-06,0.00997580608726,0.00029338416084,0.01300296475443,0.20584678069144,6.201616408e-05,0.000740435891616,0.00018724111078,0.00086805960192,0.00208809795974,0.00011673283328,2.4421076512115,0.00065777458159234,0.00034745874199,,1.4940886699748,0.0014637608697703,9.270536976e-05,0.55979632752188,0.00039043993444457,0.0001384297381386,0.00058488213287314,4.914923871e-05,7.744728524e-05,0.0062116001057,0.02148740823518,0.00034931046075004,0.079663547574361,0.05330433858392,0.030660664946515,0.0036796192416096,0.45335571569896,0.00061539116664,4.830975545e-05,3.2739814782929,0.00042638288837,0.0024811907186,0.29928403160215,0.00018709050747,0.00327991110161,0.00021431964236,3.816379328e-05,0.0027956896682894,0.00038148966645,0.002222830570448,0.00094357039012,0.023706016138178,0.014255295666078,0.00197192046927,0.00024242689021801,0.02539317489929,0.0005560696833,0.00016651069907,0.02375949202165,0.011718628082877,0.0046362291253768,0.0028159195755071,0.00499534989798,0.0741848146314,4.2045260114286e-07,0.00047248884128,0.24537830935477,0.0073496031785,0.19415886546197,0.00013255400743,4.39179595e-06,0.0012910178654059,0.0046366185933766,0.01973382977709,2.5534692998286e-05,0.00011021344438,0.0084514764642806,0.00086885830846656,0.031975319062937,5.987221797e-05,0.00775163010457,7.248422324e-05,0.028042852853046,0.0043494132593,0.042013202081347,0.00109915570206,0.0023424062919862,4.77047416e-06,0.00920580134747,0.00481741299072,5.382741076168,10.598711695873
1990,0.0012455040213943,0.00771643047747,0.010814964403741,0.011195007041571,0.00155557412549,0.1435215581952,0.00056395766604,0.011333161464036,0.00054502667278,0.0014109905696914,0.011025748076813,0.00112894311946,0.16697783634831,0.00083217463989,0.11574029512074,0.024930544292368,0.00393044972593,0.3362066275115,1.93136187e-06,0.01024091410212,0.000298154635,0.013004227664963,0.20850706836444,6.320878262e-05,0.00075301107284571,0.00019201158494,0.00090501748736,0.00217001335759,0.00011898636288,2.457955148098,0.00066272904216815,0.00036670853379,1.48937087e-06,1.5039344841218,0.0014886571104686,9.721188079e-05,0.56726454268888,0.00039465989142857,0.00013942499994,0.00059988303497143,5.212798045e-05,7.744728524e-05,0.00638618012255,0.02242003593346,0.00035154166662,0.0796565623425,0.05590614938392,0.030761827603474,0.0037464679694457,0.45439824911824,0.00062135425934,5.182319221e-05,3.3013733944835,0.00044467019058,0.00261640167349,0.32749702444865,0.00018709050747,0.00344857631338,0.00021783307912,3.935641182e-05,0.0028271571368307,0.00039442151955,0.0022906822211657,0.00097561013172,0.025832193055246,0.014569348613897,0.00204917494407,0.00024518891819953,0.02595910941151,0.00057115684525,0.00016939816784,0.02482863431444,0.0118319982048,0.004733149501161,0.0028962930947143,0.00513237201802,0.07766545127429,4.2669694857143e-07,0.00049070151688,0.24730152529159,0.00775695655115,0.19555255792773,0.00013851149091,5.27015514e-06,0.0013086131840398,0.0045922517152457,0.02022170435659,2.5913921577143e-05,0.00011319218612,0.0086836888764343,0.0008740875,0.032175,6.244736713e-05,0.00793284066267,7.666600535e-05,0.029635156872686,0.00470072860185,0.04238971672655,0.00111107066902,0.0023763258531727,4.77047416e-06,0.00948282432929,0.00495680572772,5.4169738178354,10.73502948502
1991,0.001135590383368,0.00784749511403,0.010915120149111,0.009616227227625,0.00157138459091,0.14398379087347,0.00059099673222,0.011530014573479,0.00055695285818,0.001334429166448,0.010165739726821,0.00116617739121,0.17160680101227,0.00086981067888,0.11944464740411,0.023927537786472,0.00386491740765,0.35265809996355,1.93136187e-06,0.01050155400437,0.00030173249062,0.015429261913074,0.20685261861546,6.320878262e-05,0.000770437682664,0.00019797467764,0.00094152466688,0.00224299253022,0.0001216905984,2.165506617845,0.00066817799635158,0.00038692081518,1.48937087e-06,1.5510920809957,0.001500831826728,0.00010107460453,0.56848038878755,0.000406842352176,0.00013942499994,0.000619873977528,5.361735132e-05,7.893665611e-05,0.00660602162525,0.0233574341059,0.00035154166662,0.0796565623425,0.0589284128092,0.030804997587888,0.003756817616272,0.54106311416508,0.00062970258912,5.533662897e-05,3.2661892154403,0.00046776994074,0.00272094622624,0.44002569950715,0.00018182035233,0.00363675650833,0.00022310323426,3.935641182e-05,0.0028271571368307,0.00040735337265,0.002185017294068,0.00100284391208,0.026821035709132,0.014851047776264,0.00213415486635,0.0002453163791161,0.02650274108581,0.00052374005055,0.00017132314702,0.0261082596401,0.0118634148667,0.0069736777195256,0.00291716337037,0.00527088350893,0.07947895078266,4.32941296e-07,0.00051619926272,0.2212444708545,0.00769660790335,0.19560846575309,0.00014446897439,5.27015514e-06,0.001324193540457,0.00444073282212,0.02078206315933,2.6293150156e-05,0.00011617092786,0.008773208973452,0.0008740875,0.0375375,6.502251629e-05,0.00807362732704,7.666600535e-05,0.03012407563662,0.00998985651975,0.040802188486296,0.00112298563598,0.0023763258531727,4.77047416e-06,0.00974793234415,0.00515892519637,5.237762683489,10.674858169232
1992,0.0011317984457771,0.00797707037972,0.011009429224112,0.00553529166465,0.00158631669714,0.14453354946595,0.00061932337298,0.010757341231257,0.00057007166212,0.0012819578435337,0.0093057313768301,0.00120341166296,0.1762521487558,0.00089629529891,0.12362919972909,0.022905510607959,0.00380087446024,0.3688552459713,1.93136187e-06,0.01076517264836,0.0003041177277,0.017935731176009,0.20519768553322,6.440140116e-05,0.00078642426478629,0.0002027451518,0.0009780318464,0.00231746107372,0.000123944128,2.3751446866322,0.00072293302144015,0.00040809558616,1.48937087e-06,1.6336503287165,0.0015078547886811,0.00010558111556,0.54348708492431,0.00041271025466057,0.00013942499994,0.00063856350425829,5.361735132e-05,8.191539785e-05,0.0068323290545,0.02432584036038,0.00035154166662,0.0796565623425,0.06201103824504,0.030857215869045,0.0037342545570434,0.50715553606547,0.0006380509189,5.885006573e-05,3.4967934841463,0.00049183218049,0.00285476325376,0.54588153836605,0.00017128004205,0.00382911848539,0.00022925174859,3.935641182e-05,0.0008398646116649,0.00043321707885,0.0019475898007531,0.00102847570536,0.027839808234867,0.015123516657632,0.00222814781069,0.00024544384003267,0.02702406992219,0.00051080819745,0.0001732481262,0.02740879387631,0.01189386486208,0.0070115153846149,0.0029255086283057,0.00541088437071,0.08129105636366,4.3918564342857e-07,0.00055054316528,0.21027364770507,0.0076384145644,0.19518815450826,0.00015042645787,5.27015514e-06,0.0084535022078485,0.0044039286058457,0.02140654262109,2.6672378734857e-05,0.0001191496696,0.0089781872748183,0.0008740875,0.0375375,6.759766545e-05,0.00820326257245,7.945386009e-05,0.030486840114666,0.0152768291288,0.038723478384249,0.00113490060294,0.0023763258531727,4.77047416e-06,0.01001304035901,0.00536383251976,5.4867085051593,11.273466954612
1993,0.0011978974924406,0.00810813501628,0.011100005691597,0.004978187498475,0.00160037044418,0.14513969241386,0.0006502251629,0.011625846793479,0.00058199784752,0.0012501776486571,0.0084457230268387,0.00124362467645,0.18093473077108,0.00092417384631,0.12910686111985,0.021781372422451,0.00373534214196,0.38480668677015,1.93136187e-06,0.01103028066322,0.00030650296478,0.024239618455611,0.20354275245098,6.440140116e-05,0.00080419740427886,0.0002087082445,0.00101408832,0.00239341898809,0.0001261976576,2.0874462956027,0.00066771065336701,0.00043119533632,1.48937087e-06,1.6288905129004,0.0015095180785234,0.00011008762659,0.49293849667361,0.00042022610264571,0.00013942499994,0.00065588230922743,5.510672219e-05,8.489413959e-05,0.0070651024103,0.0253252546969,0.00035154166662,0.0796565623425,0.06515142388064,0.030907293358114,0.0034649230139034,0.50359870168853,0.00064759186722,6.324186168e-05,3.8844193349664,0.00051589442024,0.00298021671706,0.66506580715335,0.00015898301339,0.00402566224456,0.0002371569813,4.054903036e-05,0.0023656459581975,0.00044614893195,0.0019548232324457,0.00105410749864,0.028922330004101,0.015397642530915,0.00232922241522,0.00024557130094924,0.02753564126698,0.0005086528886,0.00017517310538,0.02873999451466,0.01192479819072,0.0086636608487126,0.0030274718168443,0.00554939586162,0.08310734372677,4.4542999085714e-07,0.0005958146732,0.2077980548095,0.00758022122545,0.19385726310607,0.00015638394135,5.27015514e-06,0.011943410835375,0.0046051998475989,0.02206447633973,2.7051607313714e-05,0.00011766029873,0.0097263821065526,0.0008740875,0.0336765,7.017281461e-05,0.00832453425364,8.084778746e-05,0.02967694432885,0.0148069717995,0.03624366439284,0.0011468155699,0.0023763258531727,4.77047416e-06,0.01027814837387,0.00557152769789,5.1944000520363,11.47152579984
1994,0.0012653986091863,0.0082362209111,0.011195915700803,0.0045283333323,0.00161266747284,0.054836379402837,0.00068112695282,0.011820370817923,0.00059392403292,0.0012861428486811,0.0075857146768473,0.00128383768994,0.18567837699203,0.00095902203056,0.15320440717681,0.020467412499915,0.00419108962818,0.40060079002295,1.93136187e-06,0.01129389930721,0.00030888820186,0.034012836481027,0.20188781936874,6.55940197e-05,0.00082883954951314,0.0002146713372,0.0010501447936,0.00246937690246,0.00012800048128,1.8814659120242,0.00077672147887901,0.00047739483664,1.48937087e-06,1.7878956200319,0.0015139690158446,0.00011459413762,0.39897128425816,0.00042611710710857,0.00013942499994,0.00067343213397943,5.659609306e-05,8.93622522e-05,0.007284943913,0.02635448449692,0.00035154166662,0.0796565623425,0.06834384573224,0.030953420395749,0.003309581089895,0.50808176403385,0.00065713281554,6.763365763e-05,4.2459325228701,0.00054091914958,0.00322694186155,0.7029841557514,0.00014844270311,0.00422499385847,0.00024418385482,4.054903036e-05,0.000723636759491,0.0004569254762,0.0017171620470743,0.00107973929192,0.03009584710275,0.01568955980461,0.00243480353078,0.00024569876186581,0.02805418224862,0.00051511881515,0.00017709808456,0.03011580082885,0.01195863151892,0.0077306319856235,0.0026220260226286,0.00568641798166,0.08492920679936,4.5167433828571e-07,0.0006192309704,0.20855645301385,0.0079918852158,0.19122390248819,0.00016234142483,5.27015514e-06,0.015437974796865,0.0047389062668251,0.02314477005148,2.7430835892571e-05,0.00012063904047,0.008615774136864,0.000567709999956,0.03607461,7.274796377e-05,0.00844998771694,8.224171483e-05,0.032612249401415,0.0258550849646,0.028062232782059,0.00116021990773,0.0023763258531727,4.77047416e-06,0.01054325638873,0.00577782894865,5.070639937402,11.713811452814
1995,0.0013343017960143,0.00836281743505,0.013235017597458,0.0046355833323,0.00162232942393,0.042774380601902,0.00077383232258,0.011934502540135,0.00060465759978,0.0013810374105857,0.0067257063268559,0.0013255400743,0.19050244923996,0.00099387021481,0.1856177680286,0.01936260305723,0.00425215383385,0.4163237680837,1.93136187e-06,0.0115575179512,0.00031127343894,0.037789341069852,0.2002328862865,6.55940197e-05,0.00085893377477143,0.0002206344299,0.00108529985536,0.0025468241877,0.00013025401088,1.4479795876815,0.00086469758508831,0.0005004945868,1.48937087e-06,1.7931766451787,0.0015264286608857,0.00011974443594,0.37699151676,0.00043370226102857,0.00013942499994,0.00069290712797143,5.808546393e-05,9.085162307e-05,0.0074659898564,0.02741352976044,0.00035154166662,0.0796565623425,0.07158466126472,0.031000471512514,0.0030875939268948,0.49007106471875,0.00066667376386,7.114709439e-05,5.0076833706432,0.00061695582719,0.00346669736919,0.9571036904018,0.00014405090716,0.00442293154501,0.00024945400996,4.054903036e-05,0.0026665616773908,0.0004698573293,0.0017198706162286,0.00110216711104,0.0311322975579,0.016016295113629,0.00254424737008,0.00024582622278239,0.02859223821344,0.00056684622755,0.0001828730221,0.03155015209258,0.01199536484668,0.0072768988022196,0.0026324164780357,0.00582046135996,0.08676222129091,4.5791868571429e-07,0.0006218327812,0.21156119589402,0.008147067453,0.18918540143027,0.00016829890831,5.27015514e-06,0.018917762288476,0.0049282705565571,0.02378318878694,2.7810064471429e-05,0.00012361778221,0.0082161210416571,0.00028743,0.035085765,7.532311293e-05,0.00858241081709,8.224171483e-05,0.031233411218086,0.0935447147077,0.025466755682723,0.00117213487469,0.0034533123116021,4.77047416e-06,0.01081134314533,0.0059799484173,4.6196270516923,12.386977772552
1996,0.00140934434484,0.00848196710465,0.012106852060955,0.0047428333323,0.0016337480934,0.056445907028791,0.00065344409935,0.011746817564021,0.0006141985481,0.0017480607167931,0.0076011507241549,0.00136426371692,0.19535928764703,0.00102871839906,0.16400122515307,0.018235538664968,0.00431470741039,0.4330231010535,2.57514916e-06,0.01181666848258,0.00031365867602,0.037583791356758,0.19857843653752,6.55940197e-05,0.00090327425503543,0.0002265975226,0.0011200042112,0.00262427147294,0.00013250754048,2.7050927251591,0.0010735960654179,0.00052263184737,1.48937087e-06,1.7928356556406,0.0015438090404503,0.00012425094697,0.37720224740877,0.00044305087034057,0.00013942499994,0.00071265934570286,5.95748348e-05,9.531973568e-05,0.00765350172635,0.02850716096162,0.00035154166662,0.0796565623425,0.0750466307152,0.031002080919655,0.0028816119399112,0.50036210074114,0.00067621471218,7.290381277e-05,4.9038819978316,0.00063139317104,0.00371481644105,1.0845600345554,0.00014580762554,0.00475886804118,0.00025384580591,4.054903036e-05,0.00090056800166117,0.000474167947,0.0017006877976389,0.00114221678804,0.032083752305541,0.016227593456301,0.00266914210434,0.00024595368369896,0.02915956665303,0.0005733121541,0.00015688580317,0.03309462361854,0.01202243150924,0.0082256776044989,0.0025634677177286,0.00595301536739,0.08860081149194,4.6416303314286e-07,0.00064993233784,0.21464772389529,0.00830440499905,0.18775701688174,0.00017425639179,5.27015514e-06,0.022405705940883,0.0051139066227051,0.02438118362867,2.8189293050286e-05,0.00012659652395,0.0082997354358309,0.0004172025,0.0264467775,7.854204938e-05,0.00874131853727,8.224171483e-05,0.035266769664408,0.09096049939655,0.024485756053428,0.00118404984165,0.0027750610236713,4.77047416e-06,0.01107645116019,0.00619461323228,5.8936578629577,13.697324915613
1997,0.0013874954660034,0.00860111677425,0.013439506528208,0.0048500833323,0.00164341004449,0.064867552777124,0.00053305587612,0.011845628278464,0.00062254687788,0.0020092278633994,0.0084765951214538,0.00140298735954,0.20029357333934,0.00106774836542,0.14648772075922,0.017242158071015,0.00437726098693,0.44959527080115,2.57514916e-06,0.01207432964309,0.0003160439131,0.038969278282726,0.19692350345528,6.55940197e-05,0.00094501190364686,0.00023375323384,0.0011538071552,0.00270171875818,0.000135211776,3.1644665151696,0.00067954443252076,0.00054573159753,1.48937087e-06,1.6932819666469,0.0015576163052743,0.000128757458,0.16330134174082,0.00045597259439314,0.00013942499994,0.00072746772693257,5.95748348e-05,9.829847742e-05,0.0078668773025,0.02962822238922,0.00118916416662,0.0796565623425,0.078561677106,0.031048616087856,0.0027317324155908,0.49408689347735,0.0006857556605,7.466053115e-05,5.1233144719095,0.00064583051489,0.00398802620557,1.2020329881158,0.00015371285825,0.00509759239209,0.00025560252429,4.17416489e-05,0.00089378405782031,0.0004784785647,0.0017259675433503,0.00118386845212,0.033255956754909,0.016472307764214,0.00279854334963,0.00024608114461553,0.0297464100758,0.00058408869835,0.00013186107383,0.03469624616667,0.01204998150506,0.0085061183898857,0.0027913393068243,0.00608259063308,0.09044218954771,4.7040738057143e-07,0.00065097306216,0.21449056337705,0.0084617425451,0.18817382235275,0.00018021387527,5.27015514e-06,0.026044845015789,0.005326734323636,0.02494851206826,2.8568521629143e-05,0.00013106463656,0.0091219425100571,0.000205800833262,0.030602715,8.240477312e-05,0.00890858982167,8.084778746e-05,0.052523184768434,0.0246782863325,0.024994924597572,0.00119596480861,0.0034756136405834,4.77047416e-06,0.01134155917505,0.00640370233778,6.2647792811492,14.162916495145
1998,0.001486181990176,0.00871728770211,0.013522510056984,0.0049573333323,0.0016513152772,0.040423395994386,0.00041266765289,0.020103459743131,0.00063089520766,0.002106437976256,0.0093520395187528,0.00144320037303,0.20527700827036,0.00108029371175,0.16675761464419,0.016246929318799,0.00443981456347,0.4660984706656,2.57514916e-06,0.0123319908036,0.00031842915018,0.038731257007257,0.1952690537063,6.440140116e-05,0.001029857948928,0.00025522036756,0.00118670868736,0.00277916604342,0.00013791601152,2.5581301204862,0.000743630767125,0.00056883134769,1.48937087e-06,1.7563193521564,0.0015871098528,0.00013326396903,0.16589841055318,0.000470842589664,0.00013942499994,0.000745941630816,6.106420567e-05,9.829847742e-05,0.0077892861839,0.03077909928032,0.00240831781662,0.0796565623425,0.08213760586952,0.025106533841088,0.0024643110509093,0.51744980591016,0.00069529660882,7.641724953e-05,5.1836268960768,0.00066026785874,0.00427238738905,1.1240819329379,0.00016513152772,0.00544049852511,0.00025823760186,4.17416489e-05,0.00094420762752323,0.000474167947,0.001700231114784,0.00122391812912,0.034792969,0.016737182118496,0.00293309489324,0.0002294656888748,0.0303457988449,0.0005948652426,0.00010683634449,0.03634805010012,0.01207946483392,0.0092372175938934,0.0030254216812,0.00620918715703,0.09228914331296,4.76651728e-07,0.00065253414864,0.22892152181906,0.00861908009115,0.18928710693751,0.00018617135875,6.14851433e-06,0.03011000492379,0.005446090795424,0.02551165872574,2.8947750208e-05,0.0001340433783,0.010393544425568,0.000481433333265,0.030933045,8.626749686e-05,0.00908143681555,7.945386009e-05,0.033812464558816,0.02749958561715,0.025449357429311,0.00120787977557,0.0034756136405834,4.77047416e-06,0.01160815656078,0.00661139751591,5.7438479006419,13.66772095563
1999,0.0015795788945366,0.00883494800084,0.013810739334901,0.0050645833323,0.00165922050991,0.04622284556196,0.00029163564237,0.016265155768131,0.00064043615598,0.0022966732132731,0.010227483916052,0.00148490275739,0.2102693794266,0.00111932367811,0.14849410128444,0.015482104866457,0.00450236814001,0.48262753423625,2.57514916e-06,0.01258965196411,0.00032081438726,0.03913549424307,0.1936136372908,6.440140116e-05,0.0010022586847303,0.00025999084172,0.00122006092544,0.00285810269953,0.00014016954112,2.4203075435468,0.00086066801888743,0.00059289358744,1.48937087e-06,1.7893084854007,0.001613261305368,0.00013777048006,0.17240146947417,0.00048415704734743,0.00013942499994,0.00076464655448229,6.255357654e-05,0.00010127721916,0.00795524496535,0.03195740639784,0.00285094929162,0.0796565623425,0.08578534461112,0.020662715732078,0.0021970887501984,0.51682367470883,0.00070483755714,7.729560872e-05,5.0599053007926,0.00067470520259,0.00469195952742,1.3112511087807,0.00017655019719,0.00578898036761,0.00026262939781,4.17416489e-05,0.00041024065828768,0.000474167947,0.0016953982518583,0.00126717178028,0.035485644332097,0.016998338868195,0.00307601567162,0.00022959314979137,0.030945187614,0.000603486478,8.181161515e-05,0.03802773258097,0.01211523149516,0.014325433428835,0.0032635756205486,0.00633578368098,0.09414446064243,4.8289607542857e-07,0.00068063370528,0.18998602894335,0.00877426232835,0.19069825385763,0.00019212884223,6.14851433e-06,0.037465439913284,0.0051280868635423,0.02610547178536,3.1582900232e-05,0.00013553274917,0.010211817377472,0.001156393333305,0.031100923425,9.01302206e-05,0.00925149595469,7.805993272e-05,0.031943964445987,0.0152768291288,0.026866681276701,0.00121830537166,0.0035876050969894,4.77047416e-06,0.01187624331738,0.0068163048393,5.6052879210757,13.608482759618
