,Africa,Asia-Pacific Developed,Eastern Asia,Eurasia,Europe,Latin America and Caribbean,Middle East,North America,South-East Asia and developing Pacific,Southern Asia,EU27,GLOBAL TOTAL
1990,374.24733301241,27.12631517636,12.815449541142,34.760907668129,5.3657105478738,58.779588213829,0.17345869307681,34.976475018945,66.180337076773,12.658909818276,2.9050769563751,627.08448476681
1991,333.59415287201,30.222795062392,12.448601038457,36.835642172094,3.0333616241104,83.875011745282,0.32876581506682,36.350020418611,119.27647251033,13.118915755174,1.6437782320578,669.08373901353
1992,329.21642474764,35.120678707897,18.483473425491,33.3604330256,2.2336486888516,89.386559053,0.10945371989167,24.173666204407,118.50097080059,13.019414313279,1.2364188483813,663.60472268665
1993,399.1803764508,43.596009071988,15.899090056269,21.271970943442,1.5263281695512,173.45753067229,0.11464418024883,29.690619583947,114.57120033491,10.764551426177,0.83972521807712,810.07232088962
1994,342.05589828551,28.561818157375,11.25551714795,48.019071974738,3.4554984185507,76.033206801701,0.34834244205353,58.423766606359,69.576188333147,16.078886066214,2.2405496056606,653.8081942336
1995,342.05589828551,28.561818157375,11.25551714795,48.019071974738,3.4554984185507,76.033206801701,0.34834244205353,58.423766606359,69.576188333147,16.078886066214,2.2405496056606,653.8081942336
1996,368.67390253873,25.309289175089,7.7530252695584,43.923822508864,3.7519922115347,77.755008852766,0.49635294524378,20.873530848988,78.972947283826,16.564505813739,2.5694561043022,644.07437744834
1997,187.1692332309,12.344580770699,2.784301262289,27.558242233061,1.1920387278063,45.426624009455,0.10442170541123,15.516014676794,45.16552097901,12.355433314375,0.84323660465948,349.6164109098
1998,363.89911189233,29.932083740963,12.519025182025,18.112481698174,5.236871749836,77.755877360812,0.4802219127415,74.317221585297,104.73786045798,8.8943512679963,3.625868754385,695.88510684815
1999,314.1613853329,30.76125215828,9.880413923482,35.447905105742,2.0365454128715,93.921728454796,0.27736444460817,33.034000734178,105.15430574269,17.072812431495,1.1979804447013,641.74771374105
2000,425.70396601761,40.117722594941,15.013039683933,41.960155575337,4.2544532236426,150.76297456708,0.25194213070119,30.517556835176,117.15898693624,14.925452579191,1.866008006726,840.66625014386
2001,363.77191565536,49.477787973022,4.8528747943371,13.922835743054,4.3203358833504,66.408865371402,0.26777865931078,18.609476445259,72.74072563952,10.203262795604,2.5613612814832,604.57585896022
2002,297.78752787058,59.017264072922,0.96981977018472,39.015196376903,1.7005986960712,60.151596033071,0.07483231282212,31.585350344034,186.41086083552,1.6548213203861,0.45506827186576,678.36786763249
2003,295.89884227287,25.053820036937,2.9433271400462,69.021808285309,2.2388171911563,77.903414384597,0.04833761443196,32.548222950914,87.983953232288,7.3078652152041,1.0646347040235,600.94840832375
2004,292.62064980276,37.317249298374,2.4154680322153,30.40782293911,0.46845482358892,78.695685439512,0.06145638582524,19.380730252649,219.80051525606,10.006953006827,0.23376284213716,691.17498523692
2005,326.76494793742,14.31683923406,1.174645260635,40.339187433817,1.2490771155212,80.412762909005,0.0624699144664,20.668814394775,111.20203426418,6.6508719808331,0.8828780976414,602.84165044471
2006,285.00631880287,41.462802548463,1.0807992664585,32.301224585568,0.72310095506908,58.935340907535,0.0480322421278,20.193873711847,234.29888304282,6.4704077683218,0.40292087661448,680.52078383108
2007,290.65222364595,34.77470458453,1.5407107067167,22.284257019432,1.4390469848252,98.196677062458,0.0749900392892,50.548686193636,72.912959630087,9.990375433463,0.67796812270544,582.41463130039
2008,308.57396812892,17.515652040408,3.565723989483,82.756428364198,0.45904125496768,45.54055126346,0.04231667677608,12.882656047271,41.4172970491,7.1695007834705,0.27993699349672,519.92313559805
2009,320.92751296916,24.572378858581,1.8038387425514,32.705220904278,0.70930536986428,34.478235301486,0.0357888617702,10.830278828201,168.46217087206,18.949952317378,0.20319165228292,613.47468302533
2010,300.85027841201,9.9519874567593,1.1340640599669,37.139242905317,0.691299561477,115.74997220118,0.17648460486552,13.024603636751,58.33472628187,15.386238469709,0.22824969895896,552.43889758991
2011,331.44140537704,63.172797661889,1.4373794335457,28.921799161038,1.2991138094572,34.165952383587,0.05983668018076,41.140855274021,95.375713268181,8.1177337049088,0.69595310016456,605.13258675385
2012,312.06431798894,62.52644424158,1.1075132364078,54.768142328308,2.3205961505784,45.327872246009,0.04798826412352,29.099217178602,104.67434110559,18.285795310009,0.97368433873172,630.22222805015
2013,289.12040860379,19.30309812924,0.90971217794436,29.843181847181,0.49761902772008,35.164427123271,0.0437244435236,36.360255520075,94.287344283077,11.793977934344,0.29251902932448,517.32374909017
2014,229.06162246203,30.458902605928,1.9045398743896,41.247186265302,1.1174156581619,30.883405224092,0.07027481096188,27.369812141317,215.94124227755,9.9866459283419,0.25685191818524,588.04104724807
2015,271.41074935556,27.482333153757,1.3214172063677,18.157999053978,2.3143741043234,51.341025783634,0.0802012545572,32.548028076861,222.07383417385,5.8703544674625,0.23069744308716,632.60031663035
2016,293.52839894991,14.697437021327,0.9787047546528,38.469751905205,0.60496616721688,61.241312492681,0.09692057578364,20.842173628749,55.183664775307,12.249083211841,0.3522102251654,497.89241348268
2017,276.09750773396,34.719454892137,0.70158837567336,20.344439688949,1.9956746919606,50.904003509693,0.06170887833012,29.831543618248,37.783964318172,13.58633475355,1.6662627615063,466.02622046068
2018,324.98148152731,34.655008721052,0.88006438991912,57.45423322154,0.6169358709262,28.106794049785,0.05269270272728,18.604117327485,92.27843754516,11.721532056827,0.14631625187956,569.35129741273
