,Africa,Asia-Pacific Developed,Eastern Asia,Eurasia,Europe,Latin America and Caribbean,Middle East,North America,South-East Asia and developing Pacific,Southern Asia,EU27,GLOBAL TOTAL
1990,125.89947402044,312.08240506355,141.13527530094,413.94288492627,44.203916810133,78.700385720563,2.5619701245828,195.11667186498,1.0075121409513,3.3205231387082,25.185462488284,1317.9710191111
1991,108.36267788012,354.05619723096,138.69179354983,438.05022784752,28.324578191485,72.185958244444,5.4664921320193,210.30168755018,3.8716836479079,8.3931781978217,18.859767198803,1367.7044744723
1992,122.6730404525,419.2249029859,191.50868996557,391.46892326605,22.638973644039,58.076070616326,1.7727763869376,126.66055588002,3.6563640025502,6.854575517265,13.823600625246,1344.5348727172
1993,193.62309412874,756.19126203134,145.78056972368,258.24956302276,15.537670758343,50.747941399392,2.2435084395747,149.29487947812,7.6437013748626,7.7325189452791,9.234666144878,1587.0447093021
1994,124.39852623769,386.5183377283,118.61550522848,589.50450482465,34.009446505746,96.508602648745,4.9196051292033,285.80428894352,2.6370678246413,8.6494934658997,23.780608270804,1651.5653785369
1995,124.39852623769,386.5183377283,118.61550522848,589.50450482465,34.009446505746,96.508602648745,4.9196051292033,285.80428894352,2.6370678246413,8.6494934658997,23.780608270804,1651.5653785369
1996,138.62793970928,241.85721532066,74.988898078894,535.40115694955,37.265088251136,82.620758406831,7.0721494024844,126.93761751504,3.1229292943373,6.2168803078413,27.524359037894,1254.110633236
1997,47.570906903019,143.90849579813,25.620026603638,348.27324276957,7.9311450085324,53.687547125095,1.6699528896198,84.464517716975,1.7397688605423,3.0790411483364,4.6272167412294,717.94464482345
1998,125.65529369347,381.22440643244,128.48167842108,194.71248310651,50.765559339971,58.443008996949,6.8927261359694,327.83010793934,3.2021302464268,6.0564436964273,37.310351507712,1283.2638380086
1999,158.83925613667,466.6358264011,104.86805146052,428.45823090671,20.342472560603,81.239058668277,4.3825743684721,135.30453291351,3.7117713516934,6.2283090946143,12.55185427618,1410.0100838622
2000,273.56389316974,699.80525373491,153.22438581969,506.39399661095,40.731210568366,42.831619734298,3.2986897008653,149.15985999246,6.1106205934216,7.9454988944486,19.461736450351,1883.0650288192
2001,173.07228690602,790.19979751507,54.518181190981,156.1993054672,37.14474672396,60.724053653945,3.9093612177929,89.978119158588,2.180732983236,4.4896185193692,21.666732891741,1372.4162033362
2002,163.18492337182,1122.3675134955,7.25010014217,172.25798622446,6.20100517159,24.15990471758,0.96283308824,79.08091643087,4.07660997499,0.47456913964,2.46866143128,1580.0163617568
2003,117.87454214746,285.33550777156,26.34519528826,362.93089281861,15.001730836,26.93150704132,0.64218302946,100.86723609969,5.7924735679,2.77467566759,11.07534670358,944.49594426785
2004,118.72792229255,579.25369611312,16.19811050001,170.07692929432,2.92410263201,12.2298007833,0.84342029326,72.13293050349,8.73773398198,2.75022985362,2.0514622839,983.87487624766
2005,132.41192950357,139.55586333022,8.79379822779,144.99926079841,12.61021623742,17.45970395667,0.97533863622,74.96986278886,5.53658660684,1.83929584272,10.01982719035,539.15185592872
2006,139.84670583366,678.67798763355,6.85553613306,160.25457941489,6.39293560437,14.80491183988,0.74290900301,47.89649615961,4.79263376984,2.5675184415,4.53817773853,1062.8322138334
2007,131.50078642392,588.12108348886,8.39731974045,98.20398667336,9.51381533125,9.64611981922,0.88235063745,62.0204080717,7.40891045053,2.77007462396,6.37754924788,918.4648552607
2008,176.07033870388,229.9344224486,31.45066608468,354.03178937465,2.88427246813,22.4098439576,0.21463867351,47.10981976992,1.16019630863,1.56747828445,1.51469092784,866.83346607405
2009,122.35535048182,268.69651219994,16.84197543091,149.37448568962,5.62186988247,16.0233881773,0.20823833291,33.39052904846,7.00674227259,7.62781152339,2.31500350493,627.14690303941
2010,206.30210375777,129.15091415679,10.89384736452,193.52593684334,5.16366975539,8.11350793855,1.58850771559,44.83086800924,7.52897845826,3.35905289066,2.52383314606,610.45738689011
2011,316.08930255443,1257.9601520009,9.83486093275,175.44940237032,6.5557340532,20.66603291152,1.06338082229,58.61221626982,2.24014156271,1.40483055742,3.84277890896,1849.8760540354
2012,225.65726491377,1161.2098660583,6.11773109083,280.21242348092,12.04614956758,12.48558315859,0.38880469633,78.88582860006,5.13893746568,5.87900084974,6.69312353929,1788.0215898818
2013,134.6632174206,256.6202303201,7.38062579597,129.91659171117,4.5851498047,10.7003296904,0.60408926578,115.78768026597,7.73834839218,1.65529623494,2.38855467912,669.65155890181
2014,88.52303065103,470.60667130014,16.32438280143,260.62220329971,7.60824645146,8.41528397493,1.12315810175,77.31921754409,4.75543056285,3.88620474797,2.22990924409,939.18382943536
2015,98.35304707204,457.23626130357,8.26550739092,97.8566407375,10.79642843941,17.20104839954,0.77050649742,136.82293399637,7.26527064799,1.99260437869,1.843136074,836.56024886345
2016,105.0960119303,170.71056008198,7.79944557822,203.12715632997,5.12077078814,18.7674700514,1.25996456619,59.36951706219,4.55210336415,4.17304264597,4.26888806284,579.97604239851
2017,141.46731727907,671.31247422342,6.04565747113,109.49685880055,20.93092979215,45.49202794299,0.95048549328,92.58695853335,1.17327993985,1.66605736227,18.95719922728,1091.1220468381
2018,88.38697279669,571.45875980384,10.15987875441,254.17405711612,4.77424078163,16.0595960532,0.4711608646,105.42846516244,1.69158615291,3.09694194107,1.64752097563,1055.7016594269
2019,77.70492046091,510.04516943048,9.46788708018,196.55825373566,9.53159899576,17.2748892416,21.11436877264,72.71783104491,4.89733840967,3.92039977069,3.67828940198,923.2326569425
